M (Hyperplanes),D (Bags),T (Filtered),FP (Hashed),FN (Hashed)
96,11,1,0.0,1.0
96,11,2,0.0,1.0
96,11,3,0.0,1.0
96,11,4,0.0,1.0
96,11,5,0.0,0.99988
96,11,6,0.0,0.99992
96,11,7,0.0,0.9997199999999999
96,11,8,0.0,0.99988
96,11,9,0.0,0.99988
96,11,10,0.0,0.9994
96,11,11,0.0,0.99956
96,11,12,0.0,0.9991999999999999
96,11,13,0.0,0.99844
96,11,14,0.0,0.9985199999999999
96,11,15,0.0,0.9974000000000001
96,11,16,0.0,0.99508
96,11,17,0.0,0.9942800000000003
96,11,18,0.0,0.9918
96,11,19,0.0,0.9895999999999999
96,11,20,0.0,0.988
96,11,21,0.0,0.9832799999999999
96,11,22,0.0,0.9779199999999997
96,11,23,0.0,0.9713599999999993
96,11,24,0.0,0.9653199999999998
96,11,25,0.0,0.9577199999999999
96,11,26,0.0,0.9472799999999999
96,11,27,0.0,0.93848
96,11,28,0.0,0.9239200000000001
96,11,29,0.0,0.91256
96,11,30,0.0,0.8972799999999999
96,11,31,0.0,0.8794399999999998
96,11,32,0.0,0.85792
96,11,33,0.0,0.8402
96,11,34,0.0,0.8180399999999995
96,11,35,0.0,0.7958799999999999
96,11,36,0.0,0.7709600000000001
96,11,37,0.0,0.7445200000000001
96,11,38,0.0,0.7235599999999996
96,11,39,0.0,0.6944
96,11,40,0.0,0.66112
96,11,41,0.0,0.6313599999999999
96,11,42,0.0,0.6109200000000001
96,11,43,0.0,0.5751999999999997
96,11,44,0.0,0.54492
96,11,45,0.0,0.5216400000000001
96,11,46,0.0,0.48768
96,11,47,0.0,0.4543200000000001
96,13,0,0.0,1.0
96,13,1,0.0,1.0
96,13,2,0.0,1.0
96,13,3,0.0,1.0
96,13,4,0.0,0.9999600000000001
96,13,5,0.0,0.99996
96,13,6,0.0,0.9998400000000001
96,13,7,0.0,0.99968
96,13,8,0.0,0.99976
96,13,9,0.0,0.9997599999999999
96,13,10,0.0,0.9993199999999999
96,13,11,0.0,0.9993199999999999
96,13,12,0.0,0.9985599999999999
96,13,13,0.0,0.9981999999999998
96,13,14,0.0,0.9970800000000001
96,13,15,0.0,0.9956799999999998
96,13,16,0.0,0.9953600000000001
96,13,17,0.0,0.9923599999999999
96,13,18,0.0,0.9894399999999999
96,13,19,0.0,0.9872399999999999
96,13,20,0.0,0.9820399999999999
96,13,21,0.0,0.9780399999999997
96,13,22,0.0,0.9721999999999995
96,13,23,0.0,0.9641199999999998
96,13,24,0.0,0.9563599999999998
96,13,25,0.0,0.94664
96,13,26,0.0,0.9318
96,13,27,0.0,0.9196400000000002
96,13,28,0.0,0.9093600000000001
96,13,29,0.0,0.8916799999999999
96,13,30,0.0,0.8697599999999998
96,13,31,0.0,0.8501199999999995
96,13,32,0.0,0.8322400000000001
96,13,33,0.0,0.8099600000000002
96,13,34,0.0,0.7863200000000002
96,13,35,0.0,0.7577600000000001
96,13,36,0.0,0.7310399999999997
96,13,37,0.0,0.7084
96,13,38,0.0,0.6806399999999999
96,13,39,0.0,0.6456800000000001
96,13,40,0.0,0.6145200000000003
96,13,41,0.0,0.5893199999999998
96,13,42,0.0,0.5647999999999999
96,13,43,0.0,0.5343199999999999
96,13,44,0.0,0.50544
96,13,45,0.0,0.4707999999999999
96,13,46,0.0,0.4520799999999999
96,13,47,0.0,0.41896
104,1,0,0.0,1.0
104,1,1,0.0,1.0
104,1,2,0.0,1.0
104,1,3,0.0,1.0
104,1,4,0.0,1.0
104,1,5,0.0,1.0
104,1,6,0.0,1.0
104,1,7,0.0,1.0
104,1,8,0.0,1.0
104,1,9,0.0,1.0
104,1,10,0.0,1.0
104,1,11,0.0,1.0
104,1,12,0.0,0.9999199999999999
104,1,13,0.0,1.0
104,1,14,0.0,0.99988
104,1,15,0.0,0.9999199999999999
104,1,16,0.0,0.9997999999999998
104,1,17,0.0,0.9997599999999999
104,1,18,0.0,0.9997999999999999
104,1,19,0.0,0.99972
104,1,20,0.0,0.99976
104,1,21,0.0,0.9995199999999999
104,1,22,0.0,0.9991999999999999
104,1,23,0.0,0.9985199999999996
104,1,24,0.0,0.9990399999999998
104,1,25,0.0,0.9985999999999998
104,1,26,0.0,0.9976799999999999
104,1,27,0.0,0.9975599999999999
104,1,28,0.0,0.9959600000000001
104,1,29,0.0,0.9959999999999998
104,1,30,0.0,0.99516
104,1,31,0.0,0.9936799999999997
104,1,32,0.0,0.99068
104,1,33,0.0,0.9905200000000001
104,1,34,0.0,0.98832
104,1,35,0.0,0.9861599999999998
104,1,36,0.0,0.9828399999999998
104,1,37,0.0,0.98032
104,1,38,0.0,0.9759199999999997
104,1,39,0.0,0.9723199999999999
104,1,40,0.0,0.9687599999999997
104,1,41,0.0,0.9632
104,1,42,0.0,0.9567999999999997
104,1,43,0.0,0.9512800000000001
104,1,44,0.0,0.9443600000000002
104,1,45,0.0,0.9371200000000001
104,1,46,0.0,0.92812
104,1,47,0.0,0.9191999999999999
104,1,48,0.0,0.9126800000000003
104,1,49,0.0,0.8993999999999996
104,1,50,0.0,0.8882399999999998
104,1,51,0.0,0.8788000000000001
104,3,0,0.0,1.0
104,3,1,0.0,1.0
104,3,2,0.0,1.0
104,3,3,0.0,1.0
104,3,4,0.0,1.0
104,3,5,0.0,1.0
104,3,6,0.0,1.0
104,3,7,0.0,1.0
104,3,8,0.0,0.99996
104,3,9,0.0,0.9999600000000001
104,3,10,0.0,0.99996
104,3,11,0.0,0.9999199999999999
104,3,12,0.0,0.99996
104,3,13,0.0,0.99984
104,3,14,0.0,0.9995599999999999
104,3,15,0.0,0.9997199999999999
104,3,16,0.0,0.9994799999999999
104,3,17,0.0,0.99964
104,3,18,0.0,0.9993599999999999
104,3,19,0.0,0.9986800000000001
104,3,20,0.0,0.9984799999999997
104,3,21,0.0,0.99812
104,3,22,0.0,0.99732
104,3,23,0.0,0.99724
104,3,24,0.0,0.9953599999999999
104,3,25,0.0,0.99512
104,3,26,0.0,0.9923599999999998
104,3,27,0.0,0.9906399999999997
104,3,28,0.0,0.9879600000000002
104,3,29,0.0,0.9868399999999998
104,3,30,0.0,0.98324
104,3,31,0.0,0.9792799999999998
104,3,32,0.0,0.9756799999999997
104,3,33,0.0,0.9691200000000002
104,3,34,0.0,0.96324
104,3,35,0.0,0.95816
104,3,36,0.0,0.9494400000000001
104,3,37,0.0,0.9406400000000003
104,3,38,0.0,0.9308800000000003
104,3,39,0.0,0.9208400000000002
104,3,40,0.0,0.90952
104,3,41,0.0,0.8934400000000002
104,3,42,0.0,0.8779200000000003
104,3,43,0.0,0.8670399999999998
104,3,44,0.0,0.8478800000000001
104,3,45,0.0,0.8325999999999999
104,3,46,0.0,0.8133999999999999
104,3,47,0.0,0.79232
104,3,48,0.0,0.7728000000000002
104,3,49,0.0,0.7482400000000001
104,3,50,0.0,0.73176
104,3,51,0.0,0.70876
104,5,0,0.0,1.0
104,5,1,0.0,1.0
104,5,2,0.0,1.0
104,5,3,0.0,1.0
104,5,4,0.0,1.0
104,5,5,0.0,1.0
104,5,6,0.0,1.0
104,5,7,0.0,0.99996
104,5,8,0.0,1.0
104,5,9,0.0,1.0
104,5,10,0.0,0.99992
104,5,11,0.0,0.99992
104,5,12,0.0,0.99984
104,5,13,0.0,0.99992
104,5,14,0.0,0.9995999999999999
104,5,15,0.0,0.9997999999999999
104,5,16,0.0,0.9991199999999998
104,5,17,0.0,0.99908
104,5,18,0.0,0.9989599999999998
104,5,19,0.0,0.9982799999999998
104,5,20,0.0,0.9977599999999999
104,5,21,0.0,0.9971999999999999
104,5,22,0.0,0.9960799999999999
104,5,23,0.0,0.99604
104,5,24,0.0,0.9932399999999995
104,5,25,0.0,0.9928399999999996
104,5,26,0.0,0.9910399999999998
104,5,27,0.0,0.9874400000000001
104,5,28,0.0,0.9852799999999998
104,5,29,0.0,0.9799599999999998
104,5,30,0.0,0.97564
104,5,31,0.0,0.9714400000000001
104,5,32,0.0,0.9645999999999999
104,5,33,0.0,0.9590399999999997
104,5,34,0.0,0.9509999999999998
104,5,35,0.0,0.9433999999999998
104,5,36,0.0,0.9319999999999995
104,5,37,0.0,0.9242799999999997
104,5,38,0.0,0.9053199999999998
104,5,39,0.0,0.89416
104,5,40,0.0,0.8834000000000002
104,5,41,0.0,0.8621999999999999
104,5,42,0.0,0.8436400000000002
104,5,43,0.0,0.8309600000000004
104,5,44,0.0,0.8046800000000003
104,5,45,0.0,0.7850799999999996
104,5,46,0.0,0.7676399999999998
104,5,47,0.0,0.73856
104,5,48,0.0,0.7221600000000001
104,5,49,0.0,0.6973600000000001
104,5,50,0.0,0.6730799999999999
104,5,51,0.0,0.6444000000000001
104,7,0,0.0,1.0
104,7,1,0.0,1.0
104,7,2,0.0,1.0
104,7,3,0.0,1.0
104,7,4,0.0,1.0
104,7,5,0.0,0.99996
104,7,6,0.0,0.9999600000000001
104,7,7,0.0,1.0
104,7,8,0.0,0.99996
104,7,9,0.0,1.0
104,7,10,0.0,0.9999600000000001
104,7,11,0.0,0.9997199999999999
104,7,12,0.0,0.99988
104,7,13,0.0,0.9997199999999999
104,7,14,0.0,0.99936
104,7,15,0.0,0.9992799999999997
104,7,16,0.0,0.9991199999999999
104,7,17,0.0,0.9983599999999998
104,7,18,0.0,0.9978400000000001
104,7,19,0.0,0.9968399999999998
104,7,20,0.0,0.9964799999999999
104,7,21,0.0,0.9959999999999998
104,7,22,0.0,0.9945199999999998
104,7,23,0.0,0.99256
104,7,24,0.0,0.9907599999999996
104,7,25,0.0,0.9876800000000001
104,7,26,0.0,0.9842799999999997
104,7,27,0.0,0.9809199999999997
104,7,28,0.0,0.9753599999999996
104,7,29,0.0,0.9675199999999998
104,7,30,0.0,0.9620800000000002
104,7,31,0.0,0.9569200000000002
104,7,32,0.0,0.9466
104,7,33,0.0,0.93628
104,7,34,0.0,0.9286799999999998
104,7,35,0.0,0.9115199999999998
104,7,36,0.0,0.8981600000000001
104,7,37,0.0,0.8881599999999997
104,7,38,0.0,0.8696400000000001
104,7,39,0.0,0.8511599999999998
104,7,40,0.0,0.8320000000000001
104,7,41,0.0,0.8098800000000002
104,7,42,0.0,0.7917599999999999
104,7,43,0.0,0.76428
104,7,44,0.0,0.7442
104,7,45,0.0,0.72544
104,7,46,0.0,0.6937599999999999
104,7,47,0.0,0.671
104,7,48,0.0,0.6440799999999999
104,7,49,0.0,0.6216799999999999
104,7,50,0.0,0.58832
104,7,51,0.0,0.56572
104,9,0,0.0,1.0
104,9,1,0.0,1.0
104,9,2,0.0,1.0
104,9,3,0.0,1.0
104,9,4,0.0,1.0
104,9,5,0.0,1.0
104,9,6,0.0,0.9999199999999999
104,9,7,0.0,1.0
104,9,8,0.0,0.99992
104,9,9,0.0,0.99996
104,9,10,0.0,1.0
104,9,11,0.0,0.9998
104,9,12,0.0,0.9996799999999999
104,9,13,0.0,0.99952
104,9,14,0.0,0.9994
104,9,15,0.0,0.9985199999999999
104,9,16,0.0,0.9987199999999998
104,9,17,0.0,0.9976399999999999
104,9,18,0.0,0.9974800000000001
104,9,19,0.0,0.9962399999999997
104,9,20,0.0,0.9955599999999997
104,9,21,0.0,0.9925599999999999
104,9,22,0.0,0.9922799999999999
104,9,23,0.0,0.9892400000000001
104,9,24,0.0,0.9854399999999999
104,9,25,0.0,0.9803999999999999
104,9,26,0.0,0.9780399999999997
104,9,27,0.0,0.9725199999999998
104,9,28,0.0,0.9626399999999999
104,9,29,0.0,0.9558800000000002
104,9,30,0.0,0.9477599999999998
104,9,31,0.0,0.9394800000000002
104,9,32,0.0,0.92424
104,9,33,0.0,0.9115599999999999
104,9,34,0.0,0.89744
104,9,35,0.0,0.8832000000000001
104,9,36,0.0,0.8636
104,9,37,0.0,0.84388
104,9,38,0.0,0.82628
104,9,39,0.0,0.8034799999999997
104,9,40,0.0,0.7760000000000001
104,9,41,0.0,0.7509199999999998
104,9,42,0.0,0.7275999999999999
104,9,43,0.0,0.7044000000000001
104,9,44,0.0,0.6762400000000001
104,9,45,0.0,0.6482800000000002
104,9,46,0.0,0.6203199999999999
104,9,47,0.0,0.59248
104,9,48,0.0,0.5662400000000001
104,9,49,0.0,0.53848
104,9,50,0.0,0.5085599999999999
104,9,51,0.0,0.4806
104,11,0,0.0,1.0
104,11,1,0.0,1.0
104,11,2,0.0,1.0
104,11,3,0.0,1.0
104,11,4,0.0,1.0
104,11,5,0.0,0.9999600000000001
104,11,6,0.0,1.0
104,11,7,0.0,1.0
104,11,8,0.0,0.99992
104,11,9,0.0,0.9997999999999999
104,11,10,0.0,0.9997599999999999
104,11,11,0.0,0.9998
104,11,12,0.0,0.9995599999999999
104,11,13,0.0,0.99924
104,11,14,0.0,0.9988800000000001
104,11,15,0.0,0.9983999999999998
104,11,16,0.0,0.9980800000000001
104,11,17,0.0,0.99768
104,11,18,0.0,0.9967199999999999
104,11,19,0.0,0.99528
104,11,20,0.0,0.99336
104,11,21,0.0,0.9928799999999999
104,11,22,0.0,0.9887999999999999
104,11,23,0.0,0.9865199999999998
104,11,24,0.0,0.9838000000000001
104,11,25,0.0,0.9796799999999999
104,11,26,0.0,0.9760000000000001
104,11,27,0.0,0.9689599999999998
104,11,28,0.0,0.9599600000000004
104,11,29,0.0,0.9537599999999999
104,11,30,0.0,0.9451200000000002
104,11,31,0.0,0.9344799999999998
104,11,32,0.0,0.9235199999999996
104,11,33,0.0,0.9103199999999997
104,11,34,0.0,0.8954399999999998
104,11,35,0.0,0.8780399999999997
104,11,36,0.0,0.86272
104,11,37,0.0,0.8380399999999996
104,11,38,0.0,0.82244
104,11,39,0.0,0.79304
104,11,40,0.0,0.7746400000000001
104,11,41,0.0,0.7491999999999998
104,11,42,0.0,0.72096
104,11,43,0.0,0.6995600000000001
104,11,44,0.0,0.6755199999999999
104,11,45,0.0,0.6466
104,11,46,0.0,0.61712
104,11,47,0.0,0.5872799999999999
104,11,48,0.0,0.5645200000000001
104,11,49,0.0,0.5393200000000001
104,11,50,0.0,0.5028400000000001
104,11,51,0.0,0.48083999999999993
104,13,0,0.0,1.0
104,13,1,0.0,1.0
104,13,2,0.0,1.0
104,13,3,0.0,1.0
104,13,4,0.0,1.0
104,13,5,0.0,0.99996
104,13,6,0.0,1.0
104,13,7,0.0,0.99996
104,13,8,0.0,0.99988
104,13,9,0.0,0.9999600000000001
104,13,10,0.0,0.9997600000000001
104,13,11,0.0,0.9997999999999999
104,13,12,0.0,0.99948
104,13,13,0.0,0.99976
104,13,14,0.0,0.9990000000000001
104,13,15,0.0,0.99896
104,13,16,0.0,0.9982400000000001
104,13,17,0.0,0.9969999999999998
104,13,18,0.0,0.9964399999999998
104,13,19,0.0,0.9963999999999997
104,13,20,0.0,0.9941199999999997
104,13,21,0.0,0.9926799999999999
104,13,22,0.0,0.9903599999999999
104,13,23,0.0,0.98816
104,13,24,0.0,0.98432
104,13,25,0.0,0.9808400000000002
104,13,26,0.0,0.9744799999999999
104,13,27,0.0,0.96916
104,13,28,0.0,0.9613999999999998
104,13,29,0.0,0.9536800000000001
104,13,30,0.0,0.9438799999999999
104,13,31,0.0,0.9339599999999999
104,13,32,0.0,0.9239599999999997
104,13,33,0.0,0.9094799999999998
104,13,34,0.0,0.8950800000000001
104,13,35,0.0,0.8769199999999998
104,13,36,0.0,0.8570800000000003
104,13,37,0.0,0.8421199999999999
104,13,38,0.0,0.82432
104,13,39,0.0,0.8020400000000002
104,13,40,0.0,0.7797600000000001
104,13,41,0.0,0.7548
104,13,42,0.0,0.72988
104,13,43,0.0,0.7042800000000002
104,13,44,0.0,0.67888
104,13,45,0.0,0.6566799999999999
104,13,46,0.0,0.6262
104,13,47,0.0,0.6015200000000002
104,13,48,0.0,0.57228
104,13,49,0.0,0.5478800000000001
104,13,50,0.0,0.5192
104,13,51,0.0,0.49095999999999995
112,1,0,0.0,1.0
112,1,1,0.0,1.0
112,1,2,0.0,1.0
112,1,3,0.0,1.0
112,1,4,0.0,1.0
112,1,5,0.0,1.0
112,1,6,0.0,1.0
112,1,7,0.0,1.0
112,1,8,0.0,1.0
112,1,9,0.0,1.0
112,1,10,0.0,1.0
112,1,11,0.0,1.0
112,1,12,0.0,1.0
112,1,13,0.0,0.9999199999999999
112,1,14,0.0,1.0
112,1,15,0.0,0.99992
112,1,16,0.0,0.99996
112,1,17,0.0,0.9999600000000001
112,1,18,0.0,0.99984
112,1,19,0.0,0.99976
112,1,20,0.0,0.9997599999999999
112,1,21,0.0,0.99976
112,1,22,0.0,0.9996
112,1,23,0.0,0.9994
112,1,24,0.0,0.9995599999999999
112,1,25,0.0,0.9991199999999999
112,1,26,0.0,0.9987999999999997
112,1,27,0.0,0.9985999999999998
112,1,28,0.0,0.9980400000000001
112,1,29,0.0,0.9978399999999997
112,1,30,0.0,0.99748
112,1,31,0.0,0.9972399999999999
112,1,32,0.0,0.99696
112,1,33,0.0,0.9952799999999999
112,1,34,0.0,0.9945599999999999
112,1,35,0.0,0.99276
112,1,36,0.0,0.9923199999999999
112,1,37,0.0,0.9899599999999996
112,1,38,0.0,0.9878399999999998
112,1,39,0.0,0.9846
112,1,40,0.0,0.98276
112,1,41,0.0,0.9801599999999998
112,1,42,0.0,0.9767999999999998
112,1,43,0.0,0.9726799999999998
112,1,44,0.0,0.9702799999999998
112,1,45,0.0,0.9646000000000002
112,1,46,0.0,0.9619999999999999
112,1,47,0.0,0.9547199999999998
112,1,48,0.0,0.9489599999999996
112,1,49,0.0,0.9420399999999998
112,1,50,0.0,0.93392
112,1,51,0.0,0.9244000000000002
112,1,52,0.0,0.9195199999999997
112,1,53,0.0,0.9069999999999999
112,1,54,0.0,0.8967999999999996
112,1,55,0.0,0.8878400000000002
112,3,0,0.0,1.0
112,3,1,0.0,1.0
112,3,2,0.0,1.0
112,3,3,0.0,1.0
112,3,4,0.0,1.0
112,3,5,0.0,1.0
112,3,6,0.0,1.0
112,3,7,0.0,1.0
112,3,8,0.0,1.0
112,3,9,0.0,1.0
112,3,10,0.0,1.0
112,3,11,0.0,0.99992
112,3,12,0.0,0.99996
112,3,13,0.0,0.99988
112,3,14,0.0,0.99996
112,3,15,0.0,0.99992
112,3,16,0.0,0.9997999999999999
112,3,17,0.0,0.9995599999999999
112,3,18,0.0,0.99968
112,3,19,0.0,0.9996400000000001
112,3,20,0.0,0.9992399999999999
112,3,21,0.0,0.9986
112,3,22,0.0,0.9988000000000001
112,3,23,0.0,0.9981999999999998
112,3,24,0.0,0.99848
112,3,25,0.0,0.9974799999999998
112,3,26,0.0,0.99696
112,3,27,0.0,0.99568
112,3,28,0.0,0.9945199999999998
112,3,29,0.0,0.9921199999999998
112,3,30,0.0,0.9922799999999999
112,3,31,0.0,0.9899199999999998
112,3,32,0.0,0.9873199999999999
112,3,33,0.0,0.9837199999999998
112,3,34,0.0,0.9825600000000001
112,3,35,0.0,0.9791599999999998
112,3,36,0.0,0.9735599999999998
112,3,37,0.0,0.9695199999999999
112,3,38,0.0,0.9639199999999998
112,3,39,0.0,0.9571200000000001
112,3,40,0.0,0.95064
112,3,41,0.0,0.94028
112,3,42,0.0,0.9330000000000002
112,3,43,0.0,0.92204
112,3,44,0.0,0.9085999999999995
112,3,45,0.0,0.9008399999999996
112,3,46,0.0,0.8872000000000003
112,3,47,0.0,0.8710400000000001
112,3,48,0.0,0.85836
112,3,49,0.0,0.8414799999999998
112,3,50,0.0,0.8292800000000001
112,3,51,0.0,0.8099600000000002
112,3,52,0.0,0.7903200000000001
112,3,53,0.0,0.7708399999999997
112,3,54,0.0,0.7543999999999997
112,3,55,0.0,0.7329600000000004
112,5,0,0.0,1.0
112,5,1,0.0,1.0
112,5,2,0.0,1.0
112,5,3,0.0,1.0
112,5,4,0.0,1.0
112,5,5,0.0,1.0
112,5,6,0.0,1.0
112,5,7,0.0,1.0
112,5,8,0.0,1.0
112,5,9,0.0,1.0
112,5,10,0.0,0.99992
112,5,11,0.0,1.0
112,5,12,0.0,0.99992
112,5,13,0.0,0.99988
112,5,14,0.0,0.99992
112,5,15,0.0,0.99988
112,5,16,0.0,0.99984
112,5,17,0.0,0.9994799999999999
112,5,18,0.0,0.9992399999999998
112,5,19,0.0,0.9991999999999999
112,5,20,0.0,0.9986799999999999
112,5,21,0.0,0.9984799999999997
112,5,22,0.0,0.9975199999999999
112,5,23,0.0,0.9971599999999998
112,5,24,0.0,0.9965999999999998
112,5,25,0.0,0.9954799999999996
112,5,26,0.0,0.9936399999999997
112,5,27,0.0,0.9909599999999998
112,5,28,0.0,0.9890399999999999
112,5,29,0.0,0.9866399999999999
112,5,30,0.0,0.9837599999999995
112,5,31,0.0,0.9795199999999997
112,5,32,0.0,0.9754799999999999
112,5,33,0.0,0.9714000000000002
112,5,34,0.0,0.9622400000000002
112,5,35,0.0,0.9563200000000002
112,5,36,0.0,0.9488799999999995
112,5,37,0.0,0.9403599999999999
112,5,38,0.0,0.9330799999999999
112,5,39,0.0,0.91692
112,5,40,0.0,0.90508
112,5,41,0.0,0.8959600000000002
112,5,42,0.0,0.8811599999999998
112,5,43,0.0,0.8639200000000002
112,5,44,0.0,0.8486
112,5,45,0.0,0.8315600000000001
112,5,46,0.0,0.8135999999999999
112,5,47,0.0,0.7910399999999999
112,5,48,0.0,0.77128
112,5,49,0.0,0.75332
112,5,50,0.0,0.7315199999999998
112,5,51,0.0,0.70684
112,5,52,0.0,0.68608
112,5,53,0.0,0.6556800000000002
112,5,54,0.0,0.63176
112,5,55,0.0,0.60972
112,7,0,0.0,1.0
112,7,1,0.0,1.0
112,7,2,0.0,1.0
112,7,3,0.0,0.99996
112,7,4,0.0,1.0
112,7,5,0.0,1.0
112,7,6,0.0,1.0
112,7,7,0.0,1.0
112,7,8,0.0,0.99996
112,7,9,0.0,1.0
112,7,10,0.0,0.99996
112,7,11,0.0,0.9998399999999998
112,7,12,0.0,0.99988
112,7,13,0.0,0.99984
112,7,14,0.0,0.99964
112,7,15,0.0,0.9995599999999999
112,7,16,0.0,0.99944
112,7,17,0.0,0.9989199999999999
112,7,18,0.0,0.9983600000000001
112,7,19,0.0,0.9981599999999997
112,7,20,0.0,0.9972799999999999
112,7,21,0.0,0.9965599999999997
112,7,22,0.0,0.9962799999999997
112,7,23,0.0,0.99492
112,7,24,0.0,0.9923599999999998
112,7,25,0.0,0.9907599999999998
112,7,26,0.0,0.9894799999999997
112,7,27,0.0,0.9859600000000001
112,7,28,0.0,0.98348
112,7,29,0.0,0.9790799999999994
112,7,30,0.0,0.97344
112,7,31,0.0,0.96956
112,7,32,0.0,0.9653999999999996
112,7,33,0.0,0.9572799999999995
112,7,34,0.0,0.9503600000000002
112,7,35,0.0,0.9425199999999998
112,7,36,0.0,0.9339199999999999
112,7,37,0.0,0.9207599999999998
112,7,38,0.0,0.9093200000000001
112,7,39,0.0,0.8977999999999998
112,7,40,0.0,0.8847200000000004
112,7,41,0.0,0.86764
112,7,42,0.0,0.8513600000000001
112,7,43,0.0,0.8324399999999997
112,7,44,0.0,0.81536
112,7,45,0.0,0.80096
112,7,46,0.0,0.7767999999999998
112,7,47,0.0,0.7589600000000004
112,7,48,0.0,0.7317600000000002
112,7,49,0.0,0.71304
112,7,50,0.0,0.6890799999999999
112,7,51,0.0,0.66668
112,7,52,0.0,0.6398000000000001
112,7,53,0.0,0.6192000000000002
112,7,54,0.0,0.5885599999999999
112,7,55,0.0,0.5661200000000001
112,9,0,0.0,1.0
112,9,1,0.0,1.0
112,9,2,0.0,1.0
112,9,3,0.0,1.0
112,9,4,0.0,1.0
112,9,5,0.0,1.0
112,9,6,0.0,1.0
112,9,7,0.0,0.9999600000000001
112,9,8,0.0,0.99996
112,9,9,0.0,0.99996
112,9,10,0.0,0.9999600000000001
112,9,11,0.0,0.99996
112,9,12,0.0,0.9999600000000001
112,9,13,0.0,0.99988
112,9,14,0.0,0.9996399999999999
112,9,15,0.0,0.9996799999999999
112,9,16,0.0,0.9992400000000002
112,9,17,0.0,0.99948
112,9,18,0.0,0.9991199999999998
112,9,19,0.0,0.9987999999999999
112,9,20,0.0,0.9982
112,9,21,0.0,0.99792
112,9,22,0.0,0.9975200000000001
112,9,23,0.0,0.9968
112,9,24,0.0,0.9952000000000001
112,9,25,0.0,0.99432
112,9,26,0.0,0.9919199999999999
112,9,27,0.0,0.9886799999999998
112,9,28,0.0,0.9873199999999998
112,9,29,0.0,0.9840799999999998
112,9,30,0.0,0.9801199999999998
112,9,31,0.0,0.9739600000000003
112,9,32,0.0,0.9682400000000004
112,9,33,0.0,0.9625199999999997
112,9,34,0.0,0.9548799999999998
112,9,35,0.0,0.9476400000000001
112,9,36,0.0,0.9375200000000002
112,9,37,0.0,0.9253599999999998
112,9,38,0.0,0.9172
112,9,39,0.0,0.9031999999999999
112,9,40,0.0,0.88492
112,9,41,0.0,0.8737999999999998
112,9,42,0.0,0.8569599999999999
112,9,43,0.0,0.8394800000000002
112,9,44,0.0,0.8188799999999999
112,9,45,0.0,0.7974800000000002
112,9,46,0.0,0.7778399999999999
112,9,47,0.0,0.7557600000000001
112,9,48,0.0,0.73268
112,9,49,0.0,0.71032
112,9,50,0.0,0.6826399999999999
112,9,51,0.0,0.6604000000000002
112,9,52,0.0,0.6315599999999999
112,9,53,0.0,0.6048
112,9,54,0.0,0.5794799999999999
112,9,55,0.0,0.55312
112,11,0,0.0,1.0
112,11,1,0.0,1.0
112,11,2,0.0,1.0
112,11,3,0.0,1.0
112,11,4,0.0,0.9999600000000001
112,11,5,0.0,1.0
112,11,6,0.0,0.99988
112,11,7,0.0,1.0
112,11,8,0.0,0.99992
112,11,9,0.0,0.99996
112,11,10,0.0,0.99992
112,11,11,0.0,0.9998799999999999
112,11,12,0.0,0.99996
112,11,13,0.0,0.9997999999999999
112,11,14,0.0,0.99956
112,11,15,0.0,0.9995999999999999
112,11,16,0.0,0.99924
112,11,17,0.0,0.9986799999999999
112,11,18,0.0,0.99812
112,11,19,0.0,0.9977200000000002
112,11,20,0.0,0.99716
112,11,21,0.0,0.9971199999999999
112,11,22,0.0,0.99492
112,11,23,0.0,0.99328
112,11,24,0.0,0.9901999999999996
112,11,25,0.0,0.9880000000000002
112,11,26,0.0,0.9846399999999997
112,11,27,0.0,0.9813199999999999
112,11,28,0.0,0.9772
112,11,29,0.0,0.9736
112,11,30,0.0,0.9651199999999999
112,11,31,0.0,0.9594
112,11,32,0.0,0.9486399999999999
112,11,33,0.0,0.9436800000000001
112,11,34,0.0,0.9304399999999998
112,11,35,0.0,0.9204399999999999
112,11,36,0.0,0.90852
112,11,37,0.0,0.89172
112,11,38,0.0,0.8786400000000001
112,11,39,0.0,0.8668399999999999
112,11,40,0.0,0.83864
112,11,41,0.0,0.82584
112,11,42,0.0,0.8014799999999999
112,11,43,0.0,0.7796799999999999
112,11,44,0.0,0.7601600000000002
112,11,45,0.0,0.73808
112,11,46,0.0,0.7173199999999998
112,11,47,0.0,0.6922399999999999
112,11,48,0.0,0.6633199999999998
112,11,49,0.0,0.64396
112,11,50,0.0,0.61752
112,11,51,0.0,0.5955999999999997
112,11,52,0.0,0.56612
112,11,53,0.0,0.5362800000000001
112,11,54,0.0,0.5138
112,11,55,0.0,0.4932000000000001
112,13,0,0.0,1.0
112,13,1,0.0,1.0
112,13,2,0.0,1.0
112,13,3,0.0,1.0
112,13,4,0.0,1.0
112,13,5,0.0,1.0
112,13,6,0.0,1.0
112,13,7,0.0,1.0
112,13,8,0.0,0.9999600000000001
112,13,9,0.0,1.0
112,13,10,0.0,0.9999600000000001
112,13,11,0.0,0.9999600000000001
112,13,12,0.0,0.99992
112,13,13,0.0,0.99976
112,13,14,0.0,0.99964
112,13,15,0.0,0.9997199999999999
112,13,16,0.0,0.9990799999999997
112,13,17,0.0,0.9991999999999999
112,13,18,0.0,0.9991999999999998
