Angle (Degrees),Cosine Similarity,False Negative Rate,False Positive Rate
16.099999999999966,0.960779,0.069166,0.0
16.149999999999963,0.960537,0.067978,0.0
16.199999999999964,0.960294,0.065899,0.0
16.249999999999964,0.96005,0.064414,0.0
16.29999999999996,0.959805,0.063028,0.0
16.349999999999962,0.95956,0.061376,0.0
16.399999999999963,0.959314,0.060188,0.0
16.449999999999964,0.959067,0.059297,0.0
16.499999999999964,0.95882,0.057852,0.0
16.54999999999996,0.958572,0.056466,0.0
16.599999999999962,0.958323,0.05521,0.0
16.649999999999963,0.958073,0.054152,0.0
16.69999999999996,0.957822,0.053756,3e-06
16.74999999999996,0.957571,0.052442,3e-06
16.79999999999996,0.957319,0.051682,3e-06
16.849999999999962,0.957067,0.05079,6e-06
16.899999999999963,0.956814,0.049899,9e-06
16.94999999999996,0.95656,0.049008,1.5e-05
16.99999999999996,0.956305,0.048248,1.5e-05
17.04999999999996,0.956049,0.047586,1.5e-05
17.09999999999996,0.955793,0.046398,1.5e-05
17.14999999999996,0.955536,0.045736,1.5e-05
17.19999999999996,0.955278,0.044746,1.9e-05
17.24999999999996,0.95502,0.04435,2.2e-05
17.29999999999996,0.954761,0.044053,2.8e-05
17.34999999999996,0.954501,0.043756,2.8e-05
17.39999999999996,0.95424,0.042865,2.8e-05
17.44999999999996,0.953979,0.042568,3.4e-05
17.499999999999957,0.953717,0.042203,3.7e-05
17.549999999999958,0.953454,0.041609,4e-05
17.59999999999996,0.953191,0.040124,5e-05
17.64999999999996,0.952926,0.03953,5.6e-05
17.69999999999996,0.952661,0.038868,6.2e-05
17.749999999999957,0.952396,0.038472,6.2e-05
17.799999999999958,0.952129,0.038175,6.5e-05
17.84999999999996,0.951862,0.037513,7.1e-05
17.899999999999956,0.951594,0.036752,7.1e-05
17.949999999999957,0.951326,0.035893,8.4e-05
17.999999999999957,0.951057,0.0352,9.3e-05
18.049999999999958,0.950786,0.034903,0.000105
18.09999999999996,0.950516,0.034606,0.000105
18.149999999999956,0.950244,0.033814,0.000115
18.199999999999957,0.949972,0.033318,0.000124
18.249999999999957,0.949699,0.033318,0.000133
18.299999999999955,0.949425,0.032589,0.000136
18.349999999999955,0.949151,0.031828,0.000142
18.399999999999956,0.948876,0.031531,0.000146
18.449999999999957,0.9486,0.031333,0.000158
18.499999999999957,0.948324,0.03087,0.000167
18.549999999999955,0.948046,0.030573,0.00017
18.599999999999955,0.947768,0.03001,0.00018
18.649999999999956,0.94749,0.029614,0.000201
18.699999999999953,0.94721,0.029119,0.000226
18.749999999999954,0.94693,0.028822,0.000235
18.799999999999955,0.946649,0.028525,0.000245
18.849999999999955,0.946368,0.02816,0.000257
18.899999999999956,0.946085,0.027665,0.000263
18.949999999999953,0.945802,0.027467,0.000276
18.999999999999954,0.945519,0.02717,0.000297
19.049999999999955,0.945234,0.026972,0.000322
19.09999999999995,0.944949,0.026508,0.000337
19.149999999999952,0.944663,0.025946,0.000359
